pair_id,prompt_hash,response1_index,response2_index,response1_hash,response2_hash,label_response2_preferred,helpfulness_difference
15526029ae2ea2ed8504540372de026c7cd013785f443a59decc7e76c8001e06,10180873a0f21d458bd10d317116f8a133b0e200f5073625849e241d0dbc4c2f,801,800,ec51596ce9c89693e0827fb6667c7247d6e7fbe7b184ecb6f1c76597c9eec478,e10d186baef715cc3a7768d155d1a0474e3ce007215fe0f9bf5c5c741a8fb91e,1,2
838824c24d51bddd8d070b413349f6d30c7c5130dcf7b06ca2fbec13f6917c35,1040a5eb26cbdccd36161db320969a1c0a324f090382b31071c95c2dda866135,830,831,d42782a00630fc9515eed18a22abce6da0dcd2c4baec96ecacc4078631b00008,fd0eaf0bf1699542381bd49478bb6c3f1920435665f59b7558832403613e2b1b,0,-1
63ecd135138e32d0f6678074b0e3ffd13e391e5f5a3b2ae4e71c197276860097,10714c22730383224dc9ae1e5321ba135d92e8dbdadfdedee703e2af2a3286e9,966,967,66a9ab64ee7cb7ce39888000ac72e1a4950ff3574b9b822f8b261ac6ed754107,4c4e1adf83ae0c9254f5af9bb50685ea9a51e45feadf7a4304f08955c4d951e8,0,-1
0c156d9ce9be780ae6d9800b1be8a009c9e9f37921a4f3ae798f311c58a2f93b,1073ad22ff2050c2b0eeed6769f2b5fb8eb49bc184abf032debaf9ec964df9c9,158,159,236d0254fc5bb10e69bfad573f5c873b4db2d65cfa983cf3c086d475c6760809,2b42bdc184cab2a3d85bc1335790c7e0e2a0c07cfb95f29b50067164c330c59e,1,1
a6a132ff3a38763f26559cd352968e7f3d80da18bfd81fe20e169a4d95160ab2,117b4caba95697332d628d78b899fdfda66fd0a5b076fc5d8db68c9fbb8f60f4,115,114,cf7e935ea3c1de9a2296d832480fd7eef93e4fd9615910b2b88e9b6494405f31,4a9a4769d0e8d5d0965c28d47ab3fe91124c66520370b5fe34cf9f8f3bd1af5d,0,-1
e3876a496327aa6e73e5ac36b35a8b20e5b224b635494ca5ab09bcef47c6038a,11835e4d6776368b1ca02a6b806683cb9ec89f9ac706f3cdd5f0872a68e4e9fb,962,963,ec2acc73dd54c3a41a81426bbe2dd0b3cd90f56842d65feea1e6ab6103d58a5d,392b4d0803f5d6c73cc1a474a6481473a708b3224b3ee64b4f173465bf5574aa,1,4
2feda95630ad54b8dadee201bf5d32a6ed49bf912b371b138e94ca35eedefea4,142f7e40c922a285ac16606b375ab54f4ea565b0f9aa4f6982967e5d860de4f3,193,192,c1a174ac6734a748d7b6d1109ede791aa630f92e7e7fd35351980c5b85a4a7d2,ea0da0bccacc47ade9e1c70ba0619127dad6b9d78a63aaab38177ed80b12481a,0,-2
0054aeaaa9367d236574da97d301e33b00cfea0c42b92679ad7458099132c9d3,14de47b938e8cd95bcfefce69ebf7ca44732a1e9d6b6f9c1f6da0474c946a888,909,908,94388fe1e371e88b40cdd3bc06bca941d14983209a0b89d8420ba6b042c0fe12,ba45d035510c8421091d36e498462dd8b06a9da7fc9581314bbaabce6be3be29,0,-1
6d377e115398e4916c831cef133c21cbb45f48084b07ff8e92ee809a99f84a51,153a81043aa482e1947b770286076111243b200f16253ec5da5af7c4893dcc98,656,657,e0959c7dbc8e1053b677032ff15c083ce0e23cd7c959ff343cf15fb340fb3762,5c84560158d2b75f9930232c804a612cbf8d829c9508c653c82f4a7d5734706f,1,3
b98ab50bb05bb5d4258a98136f3a925c51297dd6a240d9560579372b97af6669,17059739fc8e6b69169e6c96c7aa19ebc9106114325a76b5fcee9e08cd5d5b22,901,900,34490bcedcac428fa5712668bbe2ba2bab34312d9333be24525f0b9d8d541413,8da1d0c336cb50c42613c4b14bd17f22c22c7395254cd378f9fb0a12d70cb021,0,-2
bb1ddb811786f4c2c0d2772f8403a85534cc883a82a0f6b84b121488f916060f,17fa2cd169c677465657c54d7929331352b6b47b7654d0a7d75982187dac35a3,521,520,bf17d4e7f2c9700c6cd35aa40117bb4e4e2f8bb1098ade710125efcc02715447,95586c85942b77621b250e503a0b2db011d9e2cee390b10c518ec477acabc1a7,0,-1
7e19b543c4c05910c492ad94cd1a33a5ca6553cf69acc300583b530c62ae9b39,18b4b34b4471e35b0c001b9e3287ece9d8f7941c0e48d526bf6b1ddd3e427c1d,701,700,e0a62e343e1d0493e6c4b0e0d8a0dd45db77c1a4f7e934e92ed9a34d4fe1af76,0cb467ce33d8eabd80d30405de3cc60008b711599304d8de33573303ce6ba53c,1,1
b27635f312fdf4e94a5f3129f2aff451c4bf360940654d37a19529ac2c891507,1919db8490e5b855f45c84f66584579a9c8461aa5b3a3773f33c44aa3f2f38ad,943,942,e8cf9a1dd4f454f6c428cac93ebac13f885acdc167850490aef90cac11b09f1d,4cf4134c6a734803ddad0e99c244dc89db599471118605a4adf13ef70fed3cee,0,-4
b989c27dce3b6b5a62d0990226b2d10a7472ca4eef0a7aa7cec995c8c80119c1,191adffc549682475df0e64dd90f961daa8dce1d6472133aec8ab4b18a8f0602,845,844,62a5b6c3b11b6327c852ebf2eb7decd0691a46c87ee024131ba2fdc7b2d5da16,38d0ec59b4eebca75f4d9f27717647b17747242809c2d12834d1970db76cb0d1,0,-1
81ab30655b437c281c269e36077d2568a72de0f4d18c7f838a7aa2f936d82fdc,199b5a1d683fcac5bb478a44974cfab732441f843c4ed92c8cce4383376b97b6,810,811,a74dfe00a6f65798e4eed058e4e61debbb1b6cc9f3813d1b4a69027189dd136f,037a0de31d0ebab633755cce5b388d8246cc3e93246607b034be7670bb909da7,1,1
4ee60e789dbbfeb37d1ef8107a6b30f3a97f2af84387dca23a26f06986d126ff,19cd9ec30dad59635b5701853cfe04fab22dad845a783dc38256d945f1832414,748,749,2c856417cf2b05456e7e7e79e5726092d550ba41a7a832f3fbbcc4ce115c8f7a,5ababdd793573c4d87f1724f551b9f5880b24aabc90f241d45657e702a830ba1,0,-4
442b7e86ebec4551a09fd6a52c8296b3d69d3ae3ea058cddae64354e2408967a,1a4473afe3289c2a95df30d82d76b1da72fefee9513d8e8854de2d2e976661f2,698,699,2a400af67d1ba4073ac1b4ce90578ad150ea14e97f104807d162091b29163f16,2cb9b3f31f802633ee90bcbacbc8b39b1085d7bd5e7b1a225ac7e39ba2113bf4,0,-1
73f801f347e0c332204d3dd6af75b8eac92805577e16c72cfa4974e0acf58923,1b3278f752e69a18c8188b20a482555efaf4325a35556df2be9f1628c2442aa4,385,384,5b85934dd6b72ff3ee358cbbdefb01affea1d1f41ae7637278c38a83804c516a,9ee41b90a8b3720e579fc9584f6dee6942a3a4efa26f235237cc2ff81e1d0d74,0,-2
1c01d3ca77efd4ae8f0d76c436a5daaca27ff344c7b5410255f4cb582972cd8b,1f0dfbd5323d2fd1b0dc806ab8320ee7461fca84f639b6665dc56aedde4dfb58,558,559,25fd2b55b97e5e7e3108acf495662d55e959b1fb941a471871593c91c7dc91ec,7f48060e3016b7b67788e15c9c58cfb6a3d2cbc90ad031ec252eff6ba2084c25,1,1
f23746d481a14cd1b0c501aacdf5f46b1f2f3aa83e8620b52eaf299953a1175d,1f2a5ccef054d1a0dee7b921d44770fe1df735fdaa688db6081e0713ab7c7778,424,425,2e23de772e8a2b304ec52eb735fcb705bc5e8dfea17090c3f0395d8f95604282,8530710059c471608158c95737e0c7afcf6ca5d305aba50897c3d48e626d27fb,1,1
4632bdb240fe12ba9c8334b46fc8a5f56c16bf9b388382898c3e2585d382326a,2097db20ad9a8df0b6826c3e09036d5144c16be8518eaa667b9827665dc5078f,706,707,cf4512879e420bc5c19d4c9efdd3e347ed01074601c2d08ba0bb2d25dca9cd5d,7bdfd2f17dec910603b56c7d477e2cbfeb70ad77366800fa180dab7fbf6ab05d,1,2
7522fca79cfc9ad9eb7c28a7845b6a23cdc4dfaac731dc7a7c8a1af5b4a1c404,211af2802ffd86c75dddbb499aa2e30cef604a3f1965eadaf83d7534db13d4c2,510,511,fd1eed5f0ba2113664cf6a95e4093a7aa8a4f6517dabde175e4fa966e4ca12b6,d12ada6f5665b4076c939d619c28c0823e859a8d53e89d507aa22c7c5adcfc20,1,3
9b408052932bde7d71639212d512e328dcf33a8b03977ae081b1d4a69cdbceb9,21b70b2ba3fb20275005ed4b5100553670f252a5e3a5953e49c6ef919d8f8fb1,357,356,7787a5085f73c332494f7cfda1c0bb3407d660628a61aaf653a50bb187565a7b,96c0ef8b8327874df4a2a952539f5b5cfb3d4b7b81da252d85d951f40811dd54,1,1
f18b4d6f68b1f5a08c49f964ffa453bc3ab32506fe15091404ee8a510bda66f7,21cb23759dd6030b1d2342c4fb21699afa1bc0862116b9a030169a34a865ee7a,726,727,ef38f1e06b50197888906f6d59f6987dc81c9fcbf194cc6d0b4cb450ce41ed49,1a805bc093ec9325e780183d55d8b500c51dd4bb873789a5ffca29324482622a,1,1
5f81ee7cde3d2975c2ed493227efe7d6a8c47ca9bee637a4eb368b90d16a8e02,226a9ee01d073950510e91f7349db6dd31eeaeba08d18bc850ada7ebace5cb9e,58,59,9608da412aab7094531bd7599419ff802176fbece2520dc2dce852a7f6350b8e,be9bc20b5b1061573395f72f9093978746fc39b1df5868e19f00c367d0011d5e,0,-1
7ec3576d3c8958c39d80735179c29ccefed519d39bb2982658dcebdc0baaca7e,23b1a54803c72ab7f10c07f4993e13f0ffec0b86af48c63182c0f2a1f5065937,469,468,f6e61a7e67316dcf0e80e119505639f43c0d5a9931a65305912218c1999265cb,d8ea1c3909ea07e315136eede736a8acb4b29541c48d160a2e53d9e50e39d379,0,-1
ec36dfbf5a1d1684f51a68bad7d6425b7b6dd933ef043972a3778f88f75238ab,24090edf70b790f57c90e66247ba5b8720b36b2739bc8c1ae3d167ad18509b6f,545,544,5660e5134814ff38a7f07dc1d4100b5063c46da553d84a939d32121b41a36c72,301f11aed1a8fadba11e13ca083e01bf53fb3b66b47f0c8ce0b3059da87c08e4,1,1
deef51fb111d91e1f2516ee40c88b81b6c8999546c1db7bad7459a587a4b2208,248277954077aa61359d74cf78eaa9dbcf2c4c7484b38e3998a97b10cbc82088,549,548,1c62d970c4a0d626f3f84e76d1c074cf14f48ae5606d7a00f2f29cefa9d8f113,2e29c5695ffb9ee273449cab927ec766beaecda7c294f4596268d7c057978809,1,3
08b3e9936ddfe5e139dab1644801a701627274f012c163bd5a892f51a0d44c8f,2521da07016499bc82e07857463d3a56b67d11a12775ba68546285bc96cdb8c7,24,25,ed3257753903ead143c778c676ec93556a487057a19a8d78609812bd49e56ee8,0c0e04520d96b51615ed355620a52668d885f74a780034e15107901e0187c02c,1,1
fd1e562619e41cb95da91a49e4f3ec682fab36a56e1fcead1f62afdcef4ed105,2599f114fadf018c96d5cd582fcb16618b6fefca506632183f9aa290f6f9b9fb,488,489,895208a2b22370ca4dffec0bffd8eace99916e26a5805aaeb3ea472cdff26468,7702e0fb30caa188113f18f7f968098961a869f5fb27dca59b78e0d57204cfdf,1,1
0631ab9d76c4faa9d1f1c1e78148bda207784432bbb3e57b4e444a45ece70df4,25ffb8045fa106af6b6f1d104b7f35724016b361dfb245f402890c56b776c1b3,846,847,f3a00a9b263afd4a189c9ba8f3245fa4cca2af1e19d772bc5653e707cbffbaaa,d5d22df0496215efe0d4917733beaeca17666bb768fc9c0125febfdd969b70b7,1,1
f133f55fbf707594640cde3420d06c948d6abdcb3b063134a69c986e49b1c7cd,26ec9ec64992175236dabab549c6db0a1791ec4a892a0576e49fecdbf05168cd,275,274,773761d2ea0dc2114a1e44d00d71be06504cf66726c95fa2ecd3b984440d1fcd,331fa0179cf801afb7016de86353c9773fb926b8b36c51a06bed4ee98554d90d,1,3
3d6987af67ec62c1c5a561c49109c1bad04c48caedbc742dd2b6d2a9a28aaf42,281644c38c2997831036b0139f7a0887968095194331c904ddfdf20531ad901a,853,852,8c77fdf73ac5f3b89fdd06c2920101ae6772dfca72c904bcb44951e3518efc78,5ba9f3bd6938734a69a932bf6b0d7140543c94ea350c5b2015b86b215a0d0e47,1,4
63df0c54a30039a0febd37a021075376121b501c9f8a797cae3fc2268cb477d8,2876e8fb65607489988fadca98182118835bf2b170069f2ebddac9e104acac49,631,630,4e209de5384fcb6ab9051b24941707b30f2373759a3b56b999510edb07b026e2,63f60ba4192030f587eea1cc5f13bfe66d8e946dd4c084dd7e5cb24b51730574,1,3
119b8b146f7aabcaea78faa26f5f741fc9e8575fcab6909154835c3c3f8e8640,28b53479adc47dd66e4ac4c88517cacd4a219e05324ce4341349823be1149446,668,669,f0a5a55ad4d0921bddf6afb8809d1c421e4e613cd31ad39acd14fcc6e368ea6e,e0c8c981ff3aad6c08a42fece44bcbeecf470e69df1873158c883aedfc31ca40,0,-4
800ddc90c102ddf92b4995cafe0914639b160f2585b9ac8840e00b9649cfccc6,29403d48e5672077a9381f6e8ea4304afbddd3edd32c87a29012b352038b4d21,161,160,e532158abc25c929bcca86adaa6ca982f93fac384d3b9e15e6bae03b19e23a2c,ff5fb763e410a0050b7e10669bbff89242e660a4bf019043a374277c8291f846,1,1
dd471b836e805cbb9b7fc73b140f23ba4db19c4e99b0512d38ab1d3ea4b01846,296654ff8a7f3ec592bfeaaac52f6b8faf3edd0e2b70426dbf58aa3db47be43c,437,436,0ff4d08a1c53dadac9dd6a0ec975831221c9d0ecd6b2c7bebcafffd11adc1cd8,0efd16d4243b88ab977cad04b0a5f71474e178011d07028507b6481182e7fb25,1,2
362f76e0dae627b4c344b939e2e222d4d9cc6797969d2eb46a0112417a5411d4,29887a5ff9846ccc23327565a07e17fa6dcaea6211f1898ae825f84ae38f4223,564,565,39085e938ca7ce67e6b69d3dac3c2f85f6a97826b64c2db7ec00561868eb0d0e,f6d6847d78be1b02735d237c18b2572c11d7c0471f0d91f74663c5fd024fe8c2,1,3
805f7cb8b3ac20cc810441d78656c81cebc0447f5d9a69cb613cf22495237fff,2a740f6c23a4144ebc2c75ed2a3eae10bc180eb14ddc2dc1ced56ae42e17e856,198,199,3301446e0e7c0cff12998ce989ee46aec2cb9e46d52a5611080e43ec11d01d41,3392a3064e871e9cb88e135d953f831a32fc491297f6563e28e6edac51151790,1,1
812d0416dedb04740b1c6c86ff3f88f7ef712d1fa59b4d0be0f8aa932287c67f,2a7c051b343a464b5eb17a53251f706cb048badd86a44aa8f0f974c918ad5abd,473,472,b79e43fa8198583e3e54be5104e8aa5301f01afa8d6bcbd2adf1791297f3e989,d68009091b9fb85ef123fe4176fb2d9a9eed96efe333fb5a72edcfd23bfd1620,0,-1
2bf871e2e9241f2a6241deefa03ddd4d11592057d97ee5cfdd7e7b07f943e5fa,2ae796f7c0b5b98a63ed11cc1cd61bbb552b586d1e2410eaf7e2832d45a70a96,146,147,1da6c4adbcc7a22d71667654412d99c0311d7fdd9e950e66c9f587225162e329,79390a557a6c14c6c9d944563290f31deeabdc7d2096b8bec9094a107423ab9b,0,-1
901ff675ad9486a9c21f1b5fb81bda995689e9e7e3a95a43299632927ec1f2f1,2b0f3ae3522539ff2a0a4c060f942c53fc51ee868101ce4285f6b00bd4225122,763,762,f1f7a509e84e19e712d576becd04f27792344124ad2152c35ed7da5969f6a1d0,a4598322dff72b9ebab7ff6d7cc9e2e28d0abc25ec60c985969f0ce66b4f1316,1,4
ef70086787bf4ec455a9267bced6e54c2bf0238ce18b747074130166e8ca228a,2b4383ae26c989e40fd8770f42eb9a5e69c6cf193f7dda7d8abb760fc9770866,143,142,eae36033bddb6d58474110ac2da2023761ce96e674cc846fab89991c550bc686,20bf03d08d4f2a7fb1fae208027e5b743fc5ff5c153073711b4e12d79ed62e89,0,-1
9b3f89113c322d0d8f9432d24f224fd0651d4741c77358078f8af0555c20baf9,2b951a13392a909b5d23cd14669fdb08f53b852b4aaae2514aa32c6e83213eb7,11,10,8ce56d1cd95f132df3e4805d9adfaacd4a0f82ca18d15e8b7312733491a6e49f,b30cc702626ca629802aa06246de230120ffdd218380e08d3532c65ef253f598,0,-1
0cbb1c4e3ad5a0dd66a6a3f9c0447439d68c121b5d5619959895d2361b4f6b16,2c43852d8787002b1c8b1b764ff4036bf0fb024a91649ac26133464d57782157,508,509,ceb9bfef5cedfeb0a5086c5571f5b7d58ca87c94be77f0d635ea16fd742412ec,d2f32d873547370cdc3f2cc797a931f9deb7eaa7bf1e6577ed9fadf80820792a,1,2
efd3fb16d09bda13fca25ddc7ddf6e0b0b96e0cb9863a507a75c9430db3b8344,2d61b5cf0fccd8bec3bc3de184d380d32196f71a9b92e5dd9cba5b6349bd2043,638,639,9e0bdd1feee6f4961f9a92c1deca7e155cccdc674f24b7f107c2a2b8ebc6a763,fb1af9cd6efa4e761e6e6a9b9cc0fcf3d3d3b55c24a211c7c72b575676531f7c,1,3
6b34fc3c76b1a2477735af2590833ecf29df77a50d631d3255d9a8d8d1cf6a34,2d6ab5a8717bd9b65d69519def645eca7d48c163a5d4db88cb3aaced6ff36fda,589,588,4af40528f23ace9af54dbe00f0afb42b13b51d74bb84f6c4c7d6fc4425cb5fe3,63f7565f5a093805dcb25d1b2475d67ac138b297a866acd94ffc99f04feffeae,0,-2
e27804f635b4af4619d2086976b4e7b033f9accd7362cb5a54eb23206d46b5ab,2dde6c8a6a9bd5817089e01394a08f5b709914d2dcdf1b48348397598459944f,1021,1020,2356b3c9de12e84044d35ec0abbbb2e79b2000a3a4a9350b0fba95373e70c794,56d3dc2ba131675c3566b2430f0f1d21e459b0dba3f88c45e417b1dbe8a79a73,0,-1
834148a7a38b2f1e3b940732f8223239984d67a9b89ea93d70ed53093b9e462b,2e63ac8cc16af13ea250be1876d6c270a06fb831459fd95665355fa9d6d691a1,140,141,f787661db0cb008c6ea092eb6639b662ab2ec637ffb1f0efdc849370e658e1e2,6a2ed08aa07476040962fb094f557945b5c7817e1fbfd209ffc6b8380bf85406,0,-1
3a50bba61b2d270a33445a8e303eaacffeac81a3e3699c65d476b1518dabb035,2ec41cb3ef4b256d93808e1e3a52fd7c90aeea7d477a22a6082a4cbb6c37f744,550,551,039db976badf65e8b24909fc5c815ea759268758401bc6fdb5e3c38f54846ae9,8f92ba5df4d3656063442f0a680585efbb768558f8598ad9f011406852760dea,0,-4
35e8ee558f053c00bf95f03ce148e810a3cce45cbbe0bd001164104d85d2904c,2f3b767d3a2f5dada4f200bfbc7ddbed253245adc86f982eba564f4a194babf2,598,599,e6be30aeb6df9bd79aab9ea28fdf76fcd07d02c373962108e44daca6f9f060e6,331b451dd3df3b2d54b7e13a48a6d35ed6b1804f65080ebe5d3272b81b3bf0a3,1,1
8a776eee777b0eb742120666be85b26281c2ca1968292da66147395e7c4b1d59,2fa621832477722aa44d26ead75f918d1780886a10dc86027c6d1cc0fdaba7a8,372,373,424f4e7f7f58469c0c3d3761e2e33a6fdd85da4a684a77b5b5d14339299cd980,dc764f3614ce62f9f94b3156a839dc54ab89045e6deb6392b8766c1f604ccabd,1,1
fc74c9aeef7ad2f89640382e5aff98553084cd5807829b68ea1b4dcb2531832d,2fe2312b64676febfb2f0cfad0c6cfc9806ea7736f0efe2e88458b9be1962fe8,251,250,7888551ef20f0aac3e1ea9f94bfe27905a3decb6c6863176e989381198886075,dcea2a30ffeba6ff16a67a1b7b621cebc653156af9dd02423c7cfe23f51bb8db,1,1
c512fdeaafb8b24bc2781d2eedd59f9baf5a7b1912864d739e7432ec81609502,30b0f7e7660cc9598bc274ac9de783433737f4c4d1fab1c52bff1c56df2c33dc,66,67,a5b0e216fedd1d3184bf50ad683a1b29867537abe4a7f9acc2ad6c0708044347,5a162f0d05d15ae8496c65cce067b0bf11a0160e50e9934548ca2a54ea588c02,1,1
11fcc759f906466001f6132b88f2e886ac5b070dc55a1e4788f9afea10d73ea8,31a33d25d3e178300ea43fd7c43faa4211d4efc88dd7ad6eefde772fe96f7115,131,130,8c02289f8efcd0c0a572301e0ba50145f8c312b5122571f5fbe9316967d60049,590fa791bee4cc2f6849c8cf8ca9a8835a83ebe333b85d0829de933eb883b334,0,-1
